entry_id,title,jurisdiction,income_group,region,depth_score,pct_deep,n_items,values_depth,principles_depth,mechanisms_depth
00ff604c17ce,Resolution on Intellectual Property Rights for the Development of Ai Technologies,European Union,Unknown,Unknown,2.944,33.3,18,2.667,3.286,2.800
f2f358b558b5,AI-Ready Flemish Public Administration,Belgium,High income,Europe & Central Asia,2.933,33.3,15,2.333,2.500,3.667
e30115e428cc,AI Singapore,Singapore,High income,East Asia & Pacific,2.933,33.3,15,2.800,2.833,3.250
1312b3300a28,AI Programme,Finland,High income,Europe & Central Asia,2.929,14.3,14,2.800,2.800,3.250
9bcf58caba6d,AI Training for the Acquisition Workforce Act (Bill S-2551),United States,High income,North America,2.923,38.5,13,2.000,3.000,4.333
f96b217f8024,Strategic plan for the common agricultural policy for the 2023–2027 period,Slovenia,High income,Europe & Central Asia,2.923,23.1,13,3.200,3.000,2.500
362d468cf63b,Network of German Centres of Excellence for AI Research,Germany,High income,Europe & Central Asia,2.923,30.8,13,3.000,2.800,3.000
3c9dbcd71c42,Seerlinq,Slovak Republic,High income,Europe & Central Asia,2.923,15.4,13,2.800,2.800,3.333
fdfd0dcae7b8,Innovation Aid for SMEs Scheme,Malta,High income,Europe & Central Asia,2.917,33.3,12,2.000,3.000,3.167
e5f0066234e2,Australian Federal Police Technology Strategy,Australia,High income,East Asia & Pacific,2.917,25.0,12,2.800,2.500,3.667
d9a21a690de9,Bio-ethics Law Project,France,High income,Europe & Central Asia,2.917,16.7,12,2.800,2.750,3.333
7adbbdd820f6,SME:DIGITAL,Denmark,High income,Europe & Central Asia,2.917,25.0,12,2.667,2.667,3.667
390019586851,Digital Luxembourg,Luxembourg,High income,Europe & Central Asia,2.917,16.7,12,2.833,2.667,3.333
c0f7cce75797,Non-formal AI Coordination Network,Latvia,High income,Europe & Central Asia,2.917,25.0,12,2.667,2.667,3.667
5f4f75a2ef4b,National Internet of Things Plan - Decree n 9854,Brazil,Developing,Latin America & Caribbean,2.909,18.2,11,2.333,2.750,3.500
ec286e692074,Using generative artificial intelligence for and in education,Slovenia,High income,Europe & Central Asia,2.909,18.2,11,2.833,2.667,3.500
5e878c48547b,Csiro Innovation Fund Managed by Main Sequence Ventures,Australia,High income,East Asia & Pacific,2.909,18.2,11,2.750,3.000,3.000
a7dea912694d,Advanced Technologies for Industry,European Union,Unknown,Unknown,2.909,18.2,11,2.800,2.750,3.500
be8cceb36ea6,OECD AI Incidents Monitor,OECD/GPAI,Unknown,Unknown,2.909,18.2,11,2.800,2.750,3.500
5a1638051ba9,AI 4.0,Finland,High income,Europe & Central Asia,2.909,18.2,11,2.800,2.667,3.333
7af4ee104074,AI Ethical Guidelines,Hungary,High income,Europe & Central Asia,2.909,27.3,11,2.800,2.667,3.333
0f12d1ecf351,Universal AI Platform for the BFV,Germany,High income,Europe & Central Asia,2.909,27.3,11,2.667,2.667,4.000
cac5b7cf6612,Academic AI Services,Austria,High income,Europe & Central Asia,2.909,18.2,11,2.800,2.667,3.333
dd6c7aed8eed,NpUI Government working group,Slovenia,High income,Europe & Central Asia,2.909,18.2,11,2.800,2.667,3.333
a9f673bd6b55,Cambridge-1,United Kingdom,High income,Europe & Central Asia,2.909,18.2,11,2.800,2.667,3.333
ec4ca423ae42,Conversion Course Masters and Scholarships,United Kingdom,High income,Europe & Central Asia,2.909,18.2,11,2.800,2.667,3.333
03cd6d3dc5c1,AI applications in mobility and logistics,Germany,High income,Europe & Central Asia,2.900,30.0,10,3.000,2.000,3.667
ce2d6145c027,Supporting Health Data Access Bodies in Slovenia (SI-SUD),Slovenia,High income,Europe & Central Asia,2.900,30.0,10,2.333,3.250,3.000
a1b034d6994a,Dutch Digitalisation Strategy 2020,Netherlands,High income,Europe & Central Asia,2.900,20.0,10,2.800,2.667,3.500
b08bbc1064b0,AI Stakeholder Forum,Austria,High income,Europe & Central Asia,2.900,20.0,10,2.800,2.667,3.500
a8829023246b,fAIr LAC,Inter-American Development Bank,Unknown,Unknown,2.900,20.0,10,2.600,2.667,4.000
42727a7ad146,Public Sector Artificial Intelligence Observatory,Uruguay,High income,Latin America & Caribbean,2.900,20.0,10,2.800,2.667,3.500
861354d829e0,AI Standardisation Initiative,France,High income,Europe & Central Asia,2.900,20.0,10,2.800,2.667,3.500
3c7e6f455cce,National New Generation AI Promotion Office,China (People’s Republic of),Unknown,Unknown,2.900,20.0,10,2.800,2.667,3.500
0361b470b1d5,National Platform of Technologies and Semiconductors,Romania,High income,Europe & Central Asia,2.889,33.3,9,3.000,2.000,3.667
1274ea06f55b,DRO Next,Slovenia,High income,Europe & Central Asia,2.889,22.2,9,3.000,2.333,3.333
965daeacd4f3,Proposed Regulatory Framework for Modifications to AI/ML-Based Software as a Medical Device,United States,High income,North America,2.889,22.2,9,2.500,2.750,3.333
5344691f4f4e,"Joint Press Statement by Michael McGrath, European Commissioner for Democracy, Justice, the Rule of Law and Consumer Protection and Denise Wong, Acting Commissioner of Singapore's Personal Data Protection Commission",Singapore,High income,East Asia & Pacific,2.889,33.3,9,2.667,3.667,2.333
cc30dc539ae2,Experimental Project on Organising the Research of High-Tech Tools Using the “Sandbox” Method (Sandbox for AI and Blockchain Startups),Ukraine,Developing,Europe & Central Asia,2.889,22.2,9,3.000,2.250,3.667
2524476527d9,"""Digitisation and decarbonisation of mobility"" strategy",France,High income,Europe & Central Asia,2.875,37.5,8,3.000,2.667,3.000
61c2a3ce9931,IPCEI Cloud,Italy,High income,Europe & Central Asia,2.875,37.5,8,2.333,3.000,3.333
085340e3e635,"Recommendations on AI in education, teaching and training",Finland,High income,Europe & Central Asia,2.875,25.0,8,3.000,2.333,3.500
fcc863b3e28f,Knowledge Centre for Data and Society,Belgium,High income,Europe & Central Asia,2.875,25.0,8,2.333,3.500,3.000
af4f6d7a3fb0,AI Ecosystem in Social and Health Services (SOTE),Finland,High income,Europe & Central Asia,2.875,25.0,8,2.667,3.000,3.000
d3a2f60f75ba,INSAIT Research Programmes,Bulgaria,Developing,Europe & Central Asia,2.875,12.5,8,3.250,2.667,2.000
d066d935722d,GenAI Team at the CaMiNO,Poland,High income,Europe & Central Asia,2.864,31.8,22,2.100,3.429,3.600
cb77d765e609,The Ethics of AI as a UNESCO Recommendation,Argentina,Developing,Latin America & Caribbean,2.857,28.6,14,2.667,2.750,3.250
75b426194f44,IT Competence Centre project “Information and Communication Technology Competence Centre for Digitisation”,Latvia,High income,Europe & Central Asia,2.857,28.6,7,2.000,2.333,3.667
b95d0b6ea974,AI Startup Fund,Algeria,Developing,Middle East & North Africa,2.857,28.6,7,2.000,2.500,3.667
617dc07ba253,Slovene Early Stage Innovation Fund,Slovenia,High income,Europe & Central Asia,2.857,28.6,7,3.000,2.500,3.000
1ac07830d6c7,Data centres in Arnes,Slovenia,High income,Europe & Central Asia,2.857,14.3,7,2.667,2.667,4.000
70b8ab4b3fd0,National Semiconductor Strategy,Czech Republic,High income,Europe & Central Asia,2.857,28.6,7,1.500,3.500,3.333
60c3e73aee94,AI Centre of Excellence under the Ministry of Digital Transformation of Ukraine,Ukraine,Developing,Europe & Central Asia,2.857,28.6,7,2.500,3.000,3.000
b6ceeb1764e8,2023 Industry and Technology Strategy,Türkiye,Developing,Europe & Central Asia,2.857,14.3,7,3.000,2.500,3.000
49c78aecd798,Digital Hub Denmark,Denmark,High income,Europe & Central Asia,2.857,57.1,7,2.000,4.000,4.000
23d4e90a9b57,Investments for the Future Programme,France,High income,Europe & Central Asia,2.857,14.3,14,2.667,3.000,3.000
92a1fa733115,Mathematical Foundations of AI,Hungary,High income,Europe & Central Asia,2.857,28.6,14,2.667,2.800,3.333
23da263108c6,Strategic Plan for Knowledge Transfer in AI,Colombia,Developing,Latin America & Caribbean,2.846,30.8,13,2.500,2.500,3.400
f5ded2d0adab,PariSanté Campus,France,High income,Europe & Central Asia,2.846,23.1,13,2.500,3.200,2.750
c51e1eec0f93,Implementing the Recommendation on the Ethics of Artificial Intelligence: Methodological Guidance,,Unknown,Unknown,2.846,30.8,13,3.200,2.000,3.250
16826b61149d,Law for the Promotion of AI Technology and Entrepreneurship,Colombia,Developing,Latin America & Caribbean,2.846,23.1,13,2.600,2.750,3.250
bede7e8b15c4,Working Party on AI Governance (AIGO),OECD/GPAI,Unknown,Unknown,2.846,23.1,13,2.667,2.500,3.667
7148d07592ad,"""AI Next"" Campaign",United States,High income,North America,2.846,15.4,13,2.667,3.000,3.000
e44496c8ba64,Imagine AI for Dignity: Feminine Visions for Regeneration,Austria,High income,Europe & Central Asia,2.846,23.1,13,2.500,2.750,3.667
09ca323d939d,Blockchain and AI Task Force,Kenya,Developing,Sub-Saharan Africa,2.842,31.6,19,2.857,2.750,3.000
9537e1badfb7,Data Ethics Advisory Group,New Zealand,High income,East Asia & Pacific,2.833,25.0,12,2.600,2.250,4.000
60c23e05a3a2,Baltic Satellite Service project ML4HealthyForest,Latvia,High income,Europe & Central Asia,2.833,16.7,6,3.500,2.500,2.500
2951a092c5e7,NSW AI Advisory Committee,Australia,High income,East Asia & Pacific,2.833,16.7,6,2.000,2.500,4.000
181ba3a5e506,African Working Group on AI,Egypt,Developing,Middle East & North Africa,2.833,25.0,12,2.750,3.667,2.400
f68754df8b65,Innovation and Enterprise Flanders,Belgium,High income,Europe & Central Asia,2.833,33.3,6,2.000,2.500,4.000
35fcd6cc519f,Sunet Drive – collaborative data space for research data,Sweden,High income,Europe & Central Asia,2.833,16.7,6,3.500,2.500,2.500
31215253fa79,AI Coalition of the Netherlands,Netherlands,High income,Europe & Central Asia,2.833,16.7,6,2.500,3.000,3.000
37def40a3af4,"Notice 16 TV/89 (""Notice on Automatic Parking Systems"")",Spain,High income,Europe & Central Asia,2.833,16.7,6,2.000,2.500,4.000
22828d0aeecb,Kvanttinova piloting environment for microelectronics and quantum technology,Finland,High income,Europe & Central Asia,2.833,8.3,24,2.900,2.833,2.750
b3c32db975bb,Digital Pilot Farms,Luxembourg,High income,Europe & Central Asia,2.833,16.7,6,3.500,2.500,2.500
6b690c9a7713,Technological and Territorial Network Project for forest monitoring and reduction of environmental disasters as levers for the development of the forest bioeconomy (RetechFOR),Spain,High income,Europe & Central Asia,2.833,33.3,6,3.000,2.500,3.000
3182a07fe3bb,Supply of robotics and STEM equipment for education,Greece,High income,Europe & Central Asia,2.833,33.3,6,3.500,2.000,3.000
f62cee6aed3c,Advanced Integrated Intelligence Platform Project,Japan,High income,East Asia & Pacific,2.833,16.7,6,3.500,2.500,2.500
b44e5444e395,CDTO Campus AI Faculty,Ukraine,Developing,Europe & Central Asia,2.833,16.7,6,2.000,2.500,4.000
7da79e596854,Digital Innovation Hub Slovenia,Slovenia,High income,Europe & Central Asia,2.833,33.3,6,2.000,3.000,3.500
60376d3bd591,Konrad Zuse Schools of Excellence in AI,Germany,High income,Europe & Central Asia,2.833,33.3,6,2.000,4.000,3.500
2fe89ba527da,PlanAPP Project,Portugal,High income,Europe & Central Asia,2.833,16.7,12,3.167,2.250,3.000
771b55553ea8,Knowledge Economy Initiatives,Argentina,Developing,Latin America & Caribbean,2.833,16.7,12,2.667,3.000,3.000
13c16d6fce64,Armenia Digital Agenda – 2030,Armenia,Developing,Europe & Central Asia,2.833,16.7,6,2.500,3.000,3.000
4181ad7c819e,Justice Chatbot,Austria,High income,Europe & Central Asia,2.833,16.7,12,2.400,2.750,3.667
79db3bd7071d,Global Communication Plan 2025,Japan,High income,East Asia & Pacific,2.833,8.3,12,3.000,2.750,2.667
64d2e8186f37,A12 traffic forecaster,Netherlands,High income,Europe & Central Asia,2.833,16.7,6,3.500,2.000,3.000
5b38cada3c1f,National and European Digital Innovation Hubs,Austria,High income,Europe & Central Asia,2.833,16.7,6,2.667,2.500,4.000
54bb662832e5,The Development of the Digital Government of the Bicentenary,Costa Rica,Developing,Latin America & Caribbean,2.818,18.2,11,2.800,2.667,3.000
fd7cbf4be5e4,Independent Research Fund Denmark,Denmark,High income,Europe & Central Asia,2.818,9.1,11,2.800,2.750,3.000
34411cd7b909,Overarching National AI Strategy,Denmark,High income,Europe & Central Asia,2.818,18.2,11,2.600,2.667,3.333
053cf42094a6,U.S. - India Artificial Intelligence Initiative,India,Developing,South Asia,2.818,9.1,11,2.800,2.667,3.000
ec33b8b8e7e2,National AI Strategy 1.0,Estonia,High income,Europe & Central Asia,2.818,18.2,11,2.600,2.667,3.333
5a6fa8844a2c,AI implementation plan for 2024 and the following years,Austria,High income,Europe & Central Asia,2.818,9.1,11,2.800,2.750,3.000
45754ec32b8e,National Centre for AI and Robotics,Nigeria,Developing,Sub-Saharan Africa,2.818,18.2,11,2.600,2.500,4.000
cef5465ca912,Danish Road Directorate,Denmark,High income,Europe & Central Asia,2.818,9.1,11,2.800,2.750,3.000
d7b6dbbcefce,Future Artificial Intelligence Research (FAIR) Centre,Italy,High income,Europe & Central Asia,2.815,29.6,27,3.000,2.700,2.714
10920f2f262f,Dsit Portfolio of AI Assurance Techniques,United Kingdom,High income,Europe & Central Asia,2.810,19.0,21,2.600,2.571,3.111
0d668e604ebd,Analysing the impact of AI on educational programmes,Sweden,High income,Europe & Central Asia,2.800,20.0,5,2.500,2.000,3.500
ae51ecd4c85b,SMES Go Digital,Singapore,High income,East Asia & Pacific,2.800,30.0,10,2.667,2.333,3.250
2d70f5b1e807,Training for Public Servants,Malaysia,Developing,East Asia & Pacific,2.800,20.0,5,2.500,2.000,3.500
6e84e3149dcd,Bled Institute for Leadership in Digital Transformation and Artificial Intelligence (BILDAI),Slovenia,High income,Europe & Central Asia,2.800,0.0,5,0.000,2.500,3.000
43204562623a,Governance Principles for New Generation AI – Developing Responsible AI,China (People’s Republic of),Unknown,Unknown,2.800,0.0,5,3.000,2.000,3.000
d01e216d5d2a,Industrial Masters Courses,United Kingdom,High income,Europe & Central Asia,2.800,20.0,10,2.400,2.667,4.000
708747929312,DigiSkills Platform,Belgium,High income,Europe & Central Asia,2.800,40.0,5,2.667,2.000,4.000
3f296389de11,"A joint project of the education and learning programme ""Vedliai"" and ""Lietuvos Junior Achievement"" (LJA)",Lithuania,High income,Europe & Central Asia,2.800,20.0,5,2.500,2.500,4.000
f291b3c57791,Clusters of Excellence,Austria,High income,Europe & Central Asia,2.800,20.0,10,2.400,2.667,4.000
2376fd1651fa,Lawtech Sandbox,United Kingdom,High income,Europe & Central Asia,2.800,20.0,10,2.400,2.667,4.000
1172f43049b7,Centre for the Fourth Industrial Revolution South Africa,South Africa,Developing,Sub-Saharan Africa,2.800,20.0,10,2.400,2.667,4.000
4e112ff3fc2f,AI Challenges,France,High income,Europe & Central Asia,2.786,7.1,14,2.667,2.600,3.333
ceeb5ff39411,The Hellenic Digital Health Cluster (HDHC) - VELES Excellence Hub,Greece,High income,Europe & Central Asia,2.778,22.2,9,2.250,3.333,3.000
3f507fe6036e,National Digital Innovation Hubs (DIHs) Network,Portugal,High income,Europe & Central Asia,2.778,22.2,9,2.000,2.250,3.500
36c428446cf5,Data strategy for local governments,Denmark,High income,Europe & Central Asia,2.778,22.2,9,2.750,3.000,2.500
951732acb0bd,Digital Transformation of SMEs initiative,Greece,High income,Europe & Central Asia,2.778,22.2,9,2.000,2.667,3.667
60a4bd9c37be,Medresyst,Belgium,High income,Europe & Central Asia,2.778,11.1,9,3.000,2.333,3.000
dc1b1c24163b,AI Education Programme in Public Administration,Serbia,Developing,Europe & Central Asia,2.778,22.2,9,2.500,2.250,3.667
5edcac29c1fb,Egypt National AI Strategy,Egypt,Developing,Middle East & North Africa,2.773,31.8,22,2.444,2.625,3.600
46db3a23e46b,CDEI Review of Online Targeting,United Kingdom,High income,Europe & Central Asia,2.769,15.4,13,2.400,3.000,3.000
13e227b5a21f,UAE Council for AI,United Arab Emirates,High income,Middle East & North Africa,2.769,30.8,13,2.667,2.800,2.800
779faa54ed66,To Be Seen and To Be Heard,Malta,High income,Europe & Central Asia,2.769,23.1,13,2.667,2.400,4.000
5acdcd6c241e,Serving Confidence in AI by Deal,European Union,Unknown,Unknown,2.769,7.7,13,2.667,2.750,3.000
5cae4fdbd222,Open Austria East Coast,Austria,High income,Europe & Central Asia,2.769,7.7,13,2.833,2.500,3.000
d5a44abbe258,NSF Funding Opportunities with Special Emphasis on AI,United States,High income,North America,2.769,7.7,13,2.667,2.750,3.000
d271a870f8ec,DAEDALUS Hypercomputer,Greece,High income,Europe & Central Asia,2.769,15.4,13,2.400,2.600,3.667
26adf045b832,Evaluation of Risk Behavior in Gambling,Portugal,High income,Europe & Central Asia,2.769,7.7,13,2.667,2.750,3.000
f6d41ca55af6,Slovenian AI Observatory,Slovenia,High income,Europe & Central Asia,2.769,7.7,13,2.833,2.500,3.000
e71130df149c,Digital Services Act Package,European Union,Unknown,Unknown,2.750,18.8,16,3.167,2.500,2.500
d65bd232ec58,National AI Research Institutes,United States,High income,North America,2.750,25.0,4,3.500,2.000,2.000
d2b539310435,IndiaAI Compute Capacity,India,Developing,South Asia,2.750,25.0,4,2.000,2.000,3.500
9259c199c94b,Support for Slovenian companies involved in IPCEI ME/CT,Slovenia,High income,Europe & Central Asia,2.750,16.7,12,2.333,2.750,3.000
b9f17d5cdcce,AI Regulation and Ethics Knowledge Centre,Hungary,High income,Europe & Central Asia,2.750,25.0,8,2.000,3.000,3.000
696da751d04a,Data Sandbox Platform,Colombia,Developing,Latin America & Caribbean,2.750,37.5,8,2.000,2.000,3.500
48dd9dc0a46b,AUS4INNOVATION,Viet Nam,Developing,East Asia & Pacific,2.750,12.5,8,2.333,3.000,3.000
66305e4a0de3,AI4Health.Cro,Croatia,High income,Europe & Central Asia,2.750,25.0,8,3.000,3.000,2.000
bd665c099cb7,RAM for the Development of Projects in the Area of AI,Serbia,Developing,Europe & Central Asia,2.750,25.0,4,2.500,0.000,3.000
0b2fd0b3f0e3,A central AI Educational Platform,Greece,High income,Europe & Central Asia,2.750,25.0,8,2.500,2.333,3.333
657249588ad8,Quantum Austria,Austria,High income,Europe & Central Asia,2.750,0.0,4,3.000,2.000,3.000
a86558c52818,Operation “Digital Skills”,Bulgaria,Developing,Europe & Central Asia,2.750,25.0,8,2.250,3.500,3.000
7cc53556db67,AI Skills for Business Competency Framework,United Kingdom,High income,Europe & Central Asia,2.750,16.7,12,2.400,2.500,3.667
b0597d2eeaf2,Pumice,Slovenia,High income,Europe & Central Asia,2.750,37.5,8,2.000,2.667,4.000
6af4db55b9cc,Project Nimbus - National Cloud Infrastructure,Israel,High income,Middle East & North Africa,2.750,8.3,12,2.400,2.750,3.333
9da789706918,National AI Centre,Australia,High income,East Asia & Pacific,2.750,16.7,12,2.400,2.500,3.667
0d7b020fae96,AI Policy Forum,Austria,High income,Europe & Central Asia,2.750,16.7,12,2.667,2.667,3.000
c8666fab1781,Tunisia AI Roadmap,Tunisia,Developing,Middle East & North Africa,2.750,16.7,12,2.200,3.000,3.333
faba6a39080f,Further development of the AI infrastructure,Austria,High income,Europe & Central Asia,2.750,8.3,12,2.667,2.667,3.000
2a67266fe6bd,E-course for Basic Competence level in AI for Public Administration Employees,Latvia,High income,Europe & Central Asia,2.750,25.0,4,2.000,2.000,5.000
69e4ae3781f7,Kenya Agricultural Data-sharing Platform,Kenya,Developing,Sub-Saharan Africa,2.750,16.7,12,2.600,2.500,3.333
5352d043adfa,Health Data Programme,Norway,High income,Europe & Central Asia,2.750,8.3,12,2.800,2.500,3.000
e109bee45a4c,Joint R&D Project,Belgium,High income,Europe & Central Asia,2.750,8.3,12,2.667,2.750,3.000
9314c69b16d8,SpaceResources.lu,Luxembourg,High income,Europe & Central Asia,2.750,16.7,12,2.400,2.500,3.667
92d7a51dd9cc,AI Priority Research Program and Equipment (PEPR),France,High income,Europe & Central Asia,2.733,20.0,15,2.200,2.600,3.400
fb6578d88b72,Model AI Governance Framework for Generative AI,Singapore,High income,East Asia & Pacific,2.727,27.3,11,3.000,2.400,3.000
6293d98410fe,CONFIANCE.AI Program,France,High income,Europe & Central Asia,2.727,27.3,11,3.000,2.000,3.250
343158939cc4,AI for All,India,Developing,South Asia,2.727,0.0,11,2.600,2.667,3.000
a1e019cdaea5,UNDP Support for AI,Serbia,Developing,Europe & Central Asia,2.727,18.2,11,2.400,2.500,4.000
f53f13160e61,Financial Support Instruments,Greece,High income,Europe & Central Asia,2.727,9.1,11,2.667,2.667,3.000
36284f24d87e,Finland's Fit for Digital Program (Fifi4Digi),Finland,High income,Europe & Central Asia,2.727,9.1,11,2.800,2.667,2.667
24466a77d285,Hungary's AI Coalition,Hungary,High income,Europe & Central Asia,2.727,18.2,11,2.400,2.500,4.000
0bd88897dd0e,AI Monitor,Austria,High income,Europe & Central Asia,2.727,9.1,11,2.667,2.667,3.000
eb27a9180807,Iceland's AI Strategy (Forthcoming),Iceland,High income,Europe & Central Asia,2.727,18.2,11,2.400,2.500,4.000
a36d6040a825,Autonomous Driving Standards,China (People’s Republic of),Unknown,Unknown,2.727,18.2,11,2.400,2.500,4.000
5d71aba4530a,Unique Scientific-Technical Infrastructures,Spain,High income,Europe & Central Asia,2.727,9.1,11,2.667,2.667,3.000
6decc6d8c863,National Committee of Ethics in Science and Technology,Argentina,Developing,Latin America & Caribbean,2.727,9.1,11,2.400,2.750,3.500
89bf966f23c8,NSW AI Assurance Framework,Australia,High income,East Asia & Pacific,2.714,21.4,14,2.250,2.400,3.400
e30af017c173,BIFAP,Spain,High income,Europe & Central Asia,2.714,14.3,7,2.667,2.500,3.000
4530a0db4aaa,EDGE AI Initiative,France,High income,Europe & Central Asia,2.714,28.6,7,2.000,2.000,3.667
3442fdb11516,National Funding Call “Mobility Transition 2024/1 – Mobility Technologies and Components”,Austria,High income,Europe & Central Asia,2.714,14.3,7,3.000,2.000,3.000
7c1aa2c7b46d,"Measures for training civil servants in ICT and emerging technologies, including AI",Romania,High income,Europe & Central Asia,2.714,14.3,14,2.600,2.600,3.000
720ce56d7490,Big Data to Knowledge,United States,High income,North America,2.714,14.3,7,2.000,2.333,4.000
077908d3e5ed,Partnership with WIN2EDIH,Ukraine,Developing,Europe & Central Asia,2.714,28.6,7,3.000,3.000,2.333
d4256d804b6b,Use case pilots,Ireland,High income,Europe & Central Asia,2.714,28.6,7,2.000,2.250,4.000
6656c8df6f28,Innoviris,Belgium,High income,Europe & Central Asia,2.714,28.6,7,2.000,3.000,5.000
5086c8790a84,AI Pilot Schools: Learning and Teaching with AI Tools,Austria,High income,Europe & Central Asia,2.714,7.1,14,2.600,2.600,3.000
e8b9a00d6aff,Climate Change Cockpit,Austria,High income,Europe & Central Asia,2.714,14.3,7,3.500,2.333,2.500
727c31950e7c,Autonomous Driving test Bed,Serbia,Developing,Europe & Central Asia,2.700,20.0,10,3.500,2.000,3.000
a0256f65012c,AI Apprenticeship Programme,Singapore,High income,East Asia & Pacific,2.700,30.0,10,2.000,2.500,3.250
ad2a21a61f97,100 Experiments,Singapore,High income,East Asia & Pacific,2.700,30.0,10,1.500,2.250,3.750
61887b73a027,eHealth Strategy,Slovenia,High income,Europe & Central Asia,2.700,20.0,10,2.000,2.667,3.250
a5e7812f5971,Testbed Digitalized Agriculture,Sweden,High income,Europe & Central Asia,2.700,20.0,10,3.000,2.333,2.667
0bd221806fbd,National Convergence Plan for the Development of AI,Belgium,High income,Europe & Central Asia,2.700,10.0,10,2.400,2.667,3.500
5a9566eca845,Mid- to Long-Term Government R&D Investment Strategy,Korea,High income,East Asia & Pacific,2.700,10.0,10,2.600,2.667,3.000
1fab32891662,Automatic Document Assignment in the Inbox,Austria,High income,Europe & Central Asia,2.700,10.0,10,2.800,2.667,2.500
d312243cb0fd,Privacy Enhancing Technology Action Plan,Estonia,High income,Europe & Central Asia,2.700,20.0,10,2.400,2.667,3.500
daddd7cccb84,National Data Assets Agency,Hungary,High income,Europe & Central Asia,2.700,10.0,10,2.800,2.667,2.500
6368cd7b97f3,Guidelines for Unbiased Algorithms,Lithuania,High income,Europe & Central Asia,2.700,10.0,10,2.800,2.667,2.500
6e7ecf14b615,Priority Research Programme and Equipment (PEPR) on Artificial Intelligence,France,High income,Europe & Central Asia,2.692,15.4,13,2.800,2.600,2.667
9a355c4ba918,Campaigns and Projects for the Dissemination of Knowledge,Belgium,High income,Europe & Central Asia,2.692,7.7,13,2.667,2.500,3.000
52a5d27cd1c4,Enterprise Digital Advisory Board,Ireland,High income,Europe & Central Asia,2.692,7.7,13,2.667,2.500,3.000
f30e6277660a,Data Market Platform,Hungary,High income,Europe & Central Asia,2.692,15.4,13,2.667,2.667,2.750
515c1bc59296,Canada's Digital Charter,Canada,High income,North America,2.688,12.5,16,2.857,2.333,3.000
13b1b7c1a827,MCTI/EMBRAPII Network of Technologies and Digital Innovation,Brazil,Developing,Latin America & Caribbean,2.667,26.7,15,2.000,2.333,4.000
419caf33cedf,The Norwegian Data Inspectorate,Norway,High income,Europe & Central Asia,2.667,16.7,6,3.500,2.500,2.000
efccf98207e0,AI Excellence Centres,Italy,High income,Europe & Central Asia,2.667,16.7,6,1.667,3.000,5.000
bbf8b0ad7ae7,Optimal therapies through data-driven decision and support systems,Germany,High income,Europe & Central Asia,2.667,11.1,9,2.333,2.667,3.000
ac56221a7344,Applied Artificial Intelligence Research Centers,Brazil,Developing,Latin America & Caribbean,2.667,22.2,9,3.000,2.333,2.750
fb6c70cd90a0,AI Service Desk,Austria,High income,Europe & Central Asia,2.667,33.3,12,2.667,2.800,2.500
972b1ee3a000,Artificial Intelligence & Data Analysis Centre (AIDA),Poland,High income,Europe & Central Asia,2.667,16.7,6,3.000,2.500,2.500
0e27d3e191bb,National Platform of Technologies and Semiconductors,Romania,High income,Europe & Central Asia,2.667,33.3,6,2.500,1.500,4.000
32c4102e90f8,AI and Data Accelerator in the Field of Food and Agriculture,Germany,High income,Europe & Central Asia,2.667,0.0,6,2.500,2.500,3.000
e9ea0d4c3592,Data Ethics and AI Guidance Landscape,United Kingdom,High income,Europe & Central Asia,2.667,25.0,12,1.750,2.333,3.600
ad7e8c0f09a9,NHS AI Lab,United Kingdom,High income,Europe & Central Asia,2.667,8.3,12,2.250,2.500,3.250
41b397c43a27,Experimentation with generative AI to support legislative work,Finland,High income,Europe & Central Asia,2.667,16.7,6,2.000,2.333,3.500
521cbf944b16,"Blockchain, AI, and Internet of Things Fund",Italy,High income,Europe & Central Asia,2.667,16.7,6,1.500,3.000,3.500
1131ea327992,ELEVATE Program,Saudi Arabia,High income,Middle East & North Africa,2.667,16.7,6,2.333,3.000,3.000
d7ea54b481ac,Cross-Agency Work Programme on AI (2023–),New Zealand,High income,East Asia & Pacific,2.667,8.3,12,2.667,2.500,3.000
0ec49b967fb7,Digital Task Force for AI,Denmark,High income,Europe & Central Asia,2.667,8.3,12,2.500,2.500,3.500
20fc7ce416c5,Research and innovation bill,Sweden,High income,Europe & Central Asia,2.667,33.3,6,2.000,2.000,4.000
f541e15e3e03,Digitisation of Railway and Road Infrastructure – Digitisation of Road Traffic,Slovenia,High income,Europe & Central Asia,2.667,22.2,9,2.000,2.333,3.667
84929b306438,Data Strategy for Austria,Austria,High income,Europe & Central Asia,2.667,8.3,12,2.400,2.600,3.500
04017f2eb975,AI Covid-19 Response,Colombia,Developing,Latin America & Caribbean,2.667,0.0,12,2.400,2.750,3.000
ffc8305cf626,National Council for AI,Egypt,Developing,Middle East & North Africa,2.667,0.0,12,2.400,2.750,3.000
f9bd95a4bb70,Towards Trustworthy AI: Malta's Ethical AI Framework 2019,Malta,High income,Europe & Central Asia,2.667,0.0,12,2.400,2.750,3.000
528b1a8c6748,National AI policy,Mauritius,Developing,Sub-Saharan Africa,2.667,0.0,12,2.400,2.750,3.000
8842712a8119,AMA Academy,Portugal,High income,Europe & Central Asia,2.667,33.3,3,0.000,2.000,4.000
c727b5fcbf92,Common State IT Infrastructure Programme,Poland,High income,Europe & Central Asia,2.667,33.3,6,2.000,3.000,3.000
