entry_id,title,jurisdiction,year,income,coverage_pct,avg_depth,alignment_score,Human rights & human dignity,"Peaceful, just & interconnected societies",Diversity & inclusiveness,Environment & ecosystem flourishing,Proportionality & do no harm,Safety & security,Fairness & non-discrimination,Sustainability,Right to privacy & data protection,Human oversight & determination,Transparency & explainability,Responsibility & accountability,Awareness & literacy,Multi-stakeholder & adaptive governance,Ethical impact assessment,Ethical governance & stewardship,Data policy,Development & international cooperation,Environment & ecosystem,Gender,Culture,Education & research,Communication & information,Economy & labour,Health & social well-being
2e63c129f6fa,Accelerating the use of generative AI in the economy,France,2024,High income,76.0,3.29,71.9,2.00,3.50,4.00,3.00,2.00,2.00,4.00,3.00,0.00,0.00,3.67,4.00,4.00,3.50,2.00,3.33,4.00,3.50,3.00,0.00,0.00,4.00,0.00,4.00,0.00
726076086924,Digital Forum of Small States,Singapore,2022,High income,64.0,4.19,71.9,0.00,4.00,4.00,4.00,0.00,0.00,4.00,4.00,4.00,0.00,3.50,4.00,5.00,5.00,0.00,4.00,4.00,4.50,4.00,0.00,0.00,5.00,0.00,4.00,0.00
002d865a9ed0,Argentina,Argentina,2022,Developing,68.0,3.88,71.9,0.00,4.00,4.00,4.00,0.00,0.00,4.00,4.00,4.00,0.00,3.50,3.50,4.00,4.00,3.00,4.00,4.00,4.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00
a10a4358fe24,Emerging Technologies Handbook,Colombia,2022,Developing,72.0,3.56,71.7,2.00,3.67,3.00,0.00,4.00,3.50,3.00,0.00,4.00,3.00,3.75,4.00,3.50,5.00,4.00,3.71,4.00,0.00,0.00,0.00,0.00,3.50,0.00,3.50,3.00
0c2fd2f04ac3,America's AI Action Plan,United States,2025,High income,68.0,3.86,71.7,4.00,4.00,3.00,0.00,0.00,5.00,3.00,0.00,0.00,3.00,3.33,3.50,4.00,5.00,0.00,3.75,4.00,5.00,0.00,3.00,0.00,4.00,0.00,4.00,4.00
fed56a3abcdf,AI for Smart Cities Mobility,Italy,2023,High income,72.0,3.55,71.6,0.00,3.00,4.00,4.00,0.00,4.00,3.50,4.00,4.00,0.00,2.00,4.00,3.00,3.67,0.00,4.00,3.67,3.00,4.00,0.00,0.00,3.00,0.00,3.00,4.00
995c0dccc831,Sunet Data Center DC Orion in Kalix + EOSC data storage,Sweden,2021,High income,68.0,3.83,71.5,0.00,3.00,4.00,3.00,0.00,5.00,4.00,3.00,4.00,0.00,4.00,3.50,4.00,5.00,0.00,3.67,4.00,5.00,3.00,0.00,0.00,4.00,0.00,3.00,0.00
d37e0a2a5747,National Consultative Committee on Digital Ethics and AI,France,2022,High income,76.0,3.23,71.4,2.67,4.00,3.00,3.00,0.00,0.00,4.00,3.00,3.00,4.00,1.00,2.67,4.00,4.00,0.00,4.00,3.00,3.00,3.00,0.00,2.00,4.00,0.00,4.00,0.00
0e78c053dbd5,AI Commission,Sweden,2023,High income,72.0,3.52,71.3,0.00,4.00,4.00,2.00,0.00,5.00,4.00,2.00,0.00,2.00,4.00,3.00,4.00,4.00,0.00,3.33,4.00,4.00,2.00,0.00,0.00,4.00,0.00,4.00,4.00
3b1f5816f1e8,Digitising European industry,European Union,2017,Unknown,68.0,3.78,71.1,0.00,4.00,4.00,3.00,0.00,4.00,4.00,3.00,4.00,0.00,3.00,4.00,5.00,4.00,0.00,4.33,4.00,2.00,3.00,0.00,0.00,5.00,0.00,4.00,0.00
8321d9d20da2,Discussion Paper on Generative AI - Implications for Trust and Governance,Singapore,2023,High income,64.0,4.08,71.0,0.00,4.50,4.00,0.00,4.00,4.00,4.00,0.00,4.00,3.00,4.25,4.50,4.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,5.00,0.00
20dbbee78362,Digital Rights Charter,Spain,2021,High income,68.0,3.76,70.9,3.75,3.00,4.00,0.00,0.00,5.00,5.00,0.00,3.50,4.00,4.00,3.33,4.00,0.00,0.00,2.67,3.67,0.00,0.00,5.00,3.00,4.00,0.00,4.00,2.00
f7881e48e8ec,Trialling Automated Vehicle Technologies in Public,United Kingdom,2019,High income,60.0,4.36,70.8,0.00,4.00,4.00,0.00,0.00,5.00,4.00,0.00,4.50,5.00,3.00,4.00,5.00,5.00,4.50,4.00,4.33,0.00,0.00,0.00,0.00,5.00,0.00,4.00,0.00
afec5742ca4e,Real-world Test Field for Digital Mobility,Germany,2020,High income,64.0,4.05,70.8,0.00,4.00,3.00,4.00,0.00,4.00,3.00,4.00,5.00,0.00,3.00,4.00,0.00,4.50,5.00,4.25,5.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00
fc3dc3c8ac97,National Data Strategy,Austria,2024,High income,72.0,3.44,70.8,0.00,4.00,4.00,2.00,0.00,4.00,4.00,2.00,4.00,0.00,3.00,3.00,4.00,4.00,0.00,3.00,4.00,4.00,2.00,0.00,0.00,4.00,0.00,4.00,3.00
1c32c72849e5,Drive Sweden,Sweden,2015,High income,64.0,4.04,70.7,0.00,4.00,4.00,4.00,0.00,5.00,4.00,4.00,5.00,0.00,2.00,3.67,4.00,0.00,4.00,4.00,5.00,0.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00
7367c7918ae8,Digital Transformation Guidelines,Latvia,2021,High income,76.0,3.14,70.7,0.00,3.00,3.00,2.00,0.00,5.00,4.00,2.00,2.00,0.00,2.33,3.00,5.00,3.50,0.00,2.33,2.50,4.00,2.00,0.00,2.00,5.00,0.00,3.00,4.00
e7c9963e29fe,Voluntary Commitments,United States,2023,High income,72.0,3.44,70.7,0.00,3.00,3.00,0.00,0.00,5.00,3.50,0.00,2.50,2.00,3.75,3.67,3.00,4.00,4.00,4.00,2.50,4.00,0.00,4.00,0.00,3.00,4.00,3.00,0.00
f7729c8cba04,Digital Transformation Strategy for Africa,African Union,2020,Unknown,72.0,3.43,70.6,0.00,3.67,3.50,2.00,0.00,4.00,4.00,2.00,4.00,0.00,2.00,2.50,5.00,4.00,0.00,3.50,4.00,4.00,2.00,0.00,3.00,5.00,0.00,3.50,0.00
ec2fde7f8892,Voluntary AI Safety Standard,Australia,2024,High income,68.0,3.73,70.6,4.00,3.00,4.00,0.00,5.00,4.00,4.00,0.00,4.50,5.00,4.50,3.67,2.00,0.00,3.67,3.50,4.50,0.00,0.00,4.00,0.00,2.00,0.00,2.00,0.00
d784521f7e8b,Closing the Digital Gender Gap: Womens Participation in the Digital Economy,European Union,2020,Unknown,68.0,3.70,70.4,4.00,2.50,4.00,5.00,0.00,5.00,3.00,5.00,0.00,0.00,4.00,3.25,3.50,3.50,2.00,3.60,0.00,3.00,5.00,0.00,0.00,3.50,0.00,3.00,0.00
f25446be7d7c,Dutch Digitalisation Strategy 2021,Netherlands,2021,High income,68.0,3.68,70.2,3.50,0.00,4.00,0.00,4.00,4.00,4.00,0.00,4.50,3.00,2.50,3.00,4.00,4.00,3.50,4.00,4.50,4.00,0.00,0.00,0.00,4.00,0.00,0.00,2.00
a5280c9a254e,Norwegian participation in HORIZON Europe,Norway,2021,High income,64.0,3.96,70.1,0.00,4.00,3.50,4.00,0.00,0.00,4.00,4.00,2.00,0.00,0.00,5.00,4.67,4.50,0.00,5.00,2.00,5.00,4.00,0.00,3.00,4.67,0.00,4.00,0.00
a501202a0491,Guidance on AI and Data Protection,United Kingdom,2020,High income,64.0,3.95,70.0,3.00,3.50,4.00,0.00,4.00,0.00,4.33,0.00,4.50,4.00,4.67,4.33,4.00,0.00,4.33,4.00,4.50,0.00,0.00,4.00,0.00,4.00,0.00,2.00,0.00
a7e02b41bb07,Implementation and Self-Assessment Guide for Organisations,Singapore,2020,High income,64.0,3.95,70.0,0.00,3.50,3.00,0.00,4.00,4.00,3.50,0.00,5.00,5.00,4.00,4.50,4.00,4.00,4.00,3.67,4.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00
35c7d8c46323,G7 Hiroshima Process on Generative Artificial Intelligence,OECD/GPAI,2023,Unknown,64.0,3.95,70.0,4.00,3.67,4.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00,4.50,4.00,4.00,4.00,3.00,4.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
3a0bda1951eb,G7 Hiroshima Process on Generative Artificial Intelligence,G7,2023,Unknown,64.0,3.93,69.8,4.00,3.67,4.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00,4.50,4.00,4.00,4.00,3.00,3.67,4.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
cdb89e63f5d0,AI Governance in Japan 1.1,Japan,2021,High income,76.0,3.01,69.7,4.00,2.50,3.00,2.00,5.00,3.33,2.33,2.00,2.50,3.00,3.00,3.33,0.00,0.00,5.00,4.40,2.50,0.00,2.00,2.00,0.00,0.00,0.00,3.33,2.00
46fa988be5e7,AI Hub for Sustainable Development,G7,2024,Unknown,64.0,3.91,69.7,0.00,3.50,4.00,4.00,0.00,0.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,0.00,0.00,4.00,0.00,3.00,0.00
ae2082963193,Strategic Action Plan for AI,Netherlands,2019,High income,72.0,3.31,69.6,4.00,4.00,3.00,0.00,0.00,4.00,2.50,0.00,2.50,4.00,3.50,3.50,4.00,3.00,0.00,3.00,2.50,3.00,0.00,2.00,0.00,4.00,0.00,4.00,3.00
2593cd9ea655,DIGITALWALLONIA4AI,Belgium,2019,High income,72.0,3.30,69.6,0.00,4.00,4.00,2.00,0.00,0.00,4.00,2.00,4.00,0.00,2.33,3.50,4.00,4.00,0.00,3.50,4.00,4.00,2.00,0.00,0.00,4.00,2.00,4.00,2.00
ff9abe151db3,G7 Toolkit for Artificial Intelligence in the Public Sector,G7,2024,Unknown,68.0,3.59,69.5,4.00,3.00,3.00,0.00,4.00,4.00,3.00,0.00,4.00,2.00,4.00,4.00,5.00,2.00,3.50,3.50,4.00,0.00,0.00,0.00,0.00,5.00,0.00,3.00,0.00
b3d141c38488,"AI in Education, Culture and the Audiovisual Sector",European Union,2020,Unknown,72.0,3.29,69.5,3.50,3.50,3.50,0.00,0.00,4.00,4.00,0.00,3.33,4.00,2.75,2.60,4.00,0.00,2.33,2.33,3.33,0.00,0.00,4.00,3.00,4.00,2.00,3.00,0.00
316a0be138be,Review Into Bias in Algorithmic Decision-making,United Kingdom,2020,High income,64.0,3.88,69.4,3.00,4.50,3.00,0.00,0.00,3.00,4.00,0.00,4.00,4.00,4.50,4.00,4.00,0.00,4.00,4.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00
c196d906b3a5,Australian Framework for Generative AI in Schools,Australia,2023,High income,68.0,3.56,69.3,2.00,3.50,4.00,0.00,0.00,5.00,4.00,0.00,3.50,3.00,4.00,4.00,4.00,0.00,0.00,3.00,3.60,0.00,0.00,3.00,4.00,4.00,0.00,2.00,4.00
78d88513a6fe,Prospective Research Programme,Belgium,2017,High income,68.0,3.56,69.3,0.00,2.75,3.50,4.00,4.00,0.00,3.25,4.00,0.00,0.00,3.00,4.50,3.00,4.00,4.00,4.50,4.00,2.00,4.00,0.00,0.00,3.00,0.00,3.00,0.00
cc74c6537b99,National Center for Innovation and Artificial Intelligence,Peru,2021,Developing,72.0,3.25,69.2,3.00,4.00,4.00,0.00,3.00,4.00,4.00,0.00,3.00,0.00,2.00,3.50,3.00,2.00,3.00,4.00,3.00,2.00,0.00,0.00,0.00,3.00,0.00,4.00,4.00
bbeaa84362f0,National AI Research Resource Task Force,United States,2021,High income,68.0,3.54,69.1,0.00,3.67,4.00,0.00,4.00,0.00,3.50,0.00,4.00,3.00,2.50,3.50,4.00,3.00,4.00,3.67,3.33,2.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00
853345c6dfca,EquiFund & EquiFund II,Greece,2024,High income,60.0,4.12,69.0,0.00,4.00,4.00,5.00,0.00,0.00,4.00,5.00,4.00,0.00,3.00,4.33,0.00,3.00,5.00,3.50,4.00,0.00,5.00,0.00,0.00,0.00,0.00,4.00,4.00
b3d833fb1693,National Security Commission on AI,United States,2018,High income,68.0,3.52,69.0,2.00,4.00,3.00,0.00,0.00,4.00,3.00,0.00,4.00,4.00,4.00,3.50,4.00,3.00,2.00,3.33,4.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
697d2f932846,Catalysing the AI Opportunity in Our Regions,Australia,2021,High income,72.0,3.20,68.8,4.00,3.33,3.00,3.00,0.00,0.00,3.50,3.00,2.00,0.00,4.00,4.33,3.00,2.00,4.50,5.00,2.00,2.00,3.00,0.00,0.00,3.00,0.00,3.00,0.00
cb596f8981da,Online Harms White Paper and Bill,United Kingdom,2019,High income,64.0,3.80,68.8,4.00,4.00,3.00,0.00,4.00,5.00,3.00,0.00,0.00,4.00,4.00,4.00,3.00,0.00,4.00,4.33,0.00,0.00,0.00,0.00,0.00,3.00,4.00,4.50,3.00
23c0033aaf82,Smart Specialization Technologies for Agro-ecology and Forestry (PNRR) in the context of the National Forest Strategy 2030,Romania,2022,High income,60.0,4.10,68.8,0.00,4.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,5.00,3.50,4.50,5.00,0.00,4.00,0.00,5.00,4.00,0.00,0.00,4.50,0.00,4.00,2.00
4af72819d726,LEAM - Large European AI Models,Germany,2021,High income,68.0,3.50,68.8,4.00,3.00,4.00,3.00,0.00,0.00,4.00,3.00,3.50,4.00,3.00,0.00,4.00,4.00,0.00,3.50,3.50,3.00,3.00,0.00,0.00,4.00,0.00,3.00,0.00
7a0e5169aee5,National AI Strategy,Peru,2021,Developing,72.0,3.19,68.8,2.00,2.00,3.00,4.00,2.00,0.00,2.50,4.00,4.00,0.00,2.50,2.00,4.00,3.00,0.00,3.50,4.00,3.00,4.00,0.00,0.00,4.00,0.00,0.00,4.00
ca53713c2905,Government by Algorithm: AI in Federal Administrative Agencies,United States,2020,High income,60.0,4.09,68.7,0.00,4.00,3.00,0.00,0.00,0.00,3.67,0.00,4.00,4.00,4.67,4.50,5.00,4.00,3.50,4.00,4.00,0.00,0.00,4.00,0.00,5.00,0.00,4.00,0.00
f0fa47462658,Destination Earth Initiative (DestinE),European Union,2021,Unknown,68.0,3.49,68.7,0.00,4.00,4.00,4.00,0.00,2.00,4.00,4.00,4.00,0.00,2.00,3.00,3.00,4.25,0.00,3.00,4.00,3.00,4.00,0.00,0.00,3.00,0.00,4.00,0.00
d5d4c14acce6,CDEI Snapshot Paper: Smart Speakers and Voice Assistants,United Kingdom,2019,High income,64.0,3.77,68.6,3.00,4.00,4.00,0.00,0.00,3.00,4.00,0.00,4.33,4.00,3.50,3.00,4.00,0.00,3.00,0.00,4.50,0.00,0.00,4.00,0.00,4.00,4.00,4.00,0.00
e34f4824bad8,Smart Education @ Schools,Belgium,2025,High income,68.0,3.47,68.6,0.00,4.00,3.50,3.00,0.00,0.00,4.00,3.00,0.00,4.00,2.00,3.00,4.00,4.50,4.00,3.00,0.00,0.00,3.00,0.00,3.00,4.00,0.00,4.00,3.00
6ceefab6e4ca,National Data Strategy,United Kingdom,2020,High income,68.0,3.47,68.6,0.00,4.00,4.00,2.00,0.00,4.00,4.00,2.00,4.00,0.00,3.00,3.00,4.00,4.00,0.00,3.00,4.00,4.00,2.00,0.00,0.00,4.00,0.00,4.00,0.00
5a2d3b051222,Research Ireland research infrastructure programme awards,Ireland,2022,High income,64.0,3.76,68.5,0.00,3.67,3.50,4.00,0.00,0.00,4.00,4.00,0.00,0.00,3.50,4.00,5.00,4.00,3.50,0.00,2.00,4.00,4.00,0.00,3.00,5.00,0.00,3.00,0.00
057e254dae54,G7 Toolkit for Artificial Intelligence in the Public Sector,OECD/GPAI,2024,Unknown,68.0,3.46,68.4,4.00,3.00,3.00,0.00,4.00,4.00,3.00,0.00,4.00,2.00,4.00,4.00,4.00,2.00,3.50,3.25,4.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00
997be3b33fdd,AI Standardisation Committee,India,2018,Developing,64.0,3.76,68.4,4.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,3.67,4.00,4.00,4.00,3.00,3.00,4.00,3.67,3.75,0.00,0.00,4.00,0.00,3.00,0.00,4.00,0.00
55a7a5c530e5,National IT Academy project on the creation of study materials for new and innovative subjects in the field of artificial intelligence,Slovak Republic,2021,High income,64.0,3.75,68.4,4.00,4.00,4.00,0.00,4.00,0.00,4.00,0.00,4.00,4.00,2.50,3.50,4.00,0.00,3.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,3.00
1d4436d2f839,National Data and AI Strategy,Saudi Arabia,2020,High income,64.0,3.75,68.4,0.00,3.50,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,3.50,4.00,4.00,3.00,0.00,3.00,0.00,3.00,4.00,0.00,4.00,4.00,0.00,4.00,4.00
9e9dfeba32bb,CDEI Snapshot Paper: Facial Recognition Technology,United Kingdom,2020,High income,68.0,3.44,68.3,3.50,3.00,2.00,0.00,4.00,4.00,3.00,0.00,4.50,4.00,3.00,2.00,3.00,0.00,3.50,4.50,4.50,0.00,0.00,4.00,0.00,3.00,0.00,3.00,0.00
58e0195a9acf,National AI programme of Slovenia,Slovenia,2021,High income,72.0,3.14,68.3,4.00,3.50,3.00,0.00,0.00,2.00,4.00,0.00,2.00,2.00,2.50,2.50,4.00,4.00,3.00,4.00,2.00,4.00,0.00,0.00,2.00,4.00,0.00,4.00,0.00
656df832534a,National AI Strategy 1.0,Singapore,2019,High income,72.0,3.14,68.3,0.00,3.00,3.50,0.00,0.00,4.00,4.00,0.00,3.00,3.00,3.00,2.50,3.50,3.00,2.00,3.00,3.50,3.00,0.00,0.00,3.00,3.50,0.00,3.00,3.00
517a3c9ede62,Improving access to data (strategy for digitalisation),Denmark,2024,High income,60.0,4.03,68.3,4.00,3.50,4.00,0.00,0.00,0.00,3.50,0.00,4.50,3.00,4.50,3.50,4.00,4.50,0.00,4.00,4.50,5.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
e2d93f192e7c,Future Jobs Ireland,Ireland,2019,High income,60.0,4.03,68.3,0.00,4.00,3.50,5.00,0.00,0.00,3.50,5.00,0.00,0.00,3.00,4.00,5.00,3.67,0.00,3.14,0.00,4.00,5.00,0.00,0.00,5.00,0.00,3.67,3.00
8c3cbe49f3e7,HORIZON 2020,European Union,2014,Unknown,68.0,3.42,68.2,0.00,3.50,4.00,4.00,4.00,0.00,3.67,4.00,0.00,0.00,3.00,3.00,2.00,4.00,0.00,3.00,4.00,4.00,4.00,3.00,0.00,2.00,0.00,3.00,0.00
e61c2cb96167,Employment Practices: Monitoring at Work Draft Guidance,United Kingdom,2022,High income,64.0,3.72,68.2,3.50,4.00,2.00,0.00,4.00,4.00,3.00,0.00,4.50,5.00,4.50,4.50,2.00,0.00,4.50,3.33,4.67,0.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00
121134fd027d,Slovakia	Strategic Transport Development Plan of the Slovak Republic until 2030,Slovenia,2022,High income,64.0,3.72,68.2,0.00,4.00,3.00,5.00,4.00,3.00,3.00,5.00,0.00,0.00,4.00,4.00,2.00,0.00,4.50,4.00,0.00,0.00,5.00,3.00,0.00,2.00,0.00,4.00,0.00
b18a420d3f6a,"Component 7, Reform 1 of the curriculum reform of the Slovak education system",Slovak Republic,2002,High income,64.0,3.72,68.2,0.00,4.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,2.50,3.33,4.00,4.00,2.00,3.67,0.00,4.00,4.00,0.00,0.00,4.00,0.00,4.00,4.00
0ebb0e538aca,The Conference Toward AI Network Society,Japan,2016,High income,64.0,3.72,68.2,0.00,4.00,3.50,0.00,0.00,4.00,4.00,0.00,4.00,3.00,0.00,3.00,4.00,4.00,0.00,3.00,4.00,4.00,0.00,0.00,3.00,4.00,0.00,4.00,4.00
1a2db56acd9a,Observatory for AI in Work and Society,Germany,2020,High income,72.0,3.11,68.1,3.00,2.00,2.00,0.00,0.00,2.00,2.00,0.00,4.00,4.00,2.50,3.00,4.00,4.00,3.50,4.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,2.00,2.00
162c492141c6,NSF Program on Fairness in AI,United States,2021,High income,68.0,3.40,68.0,0.00,4.50,3.33,0.00,0.00,2.00,4.00,0.00,3.00,2.00,4.00,3.00,4.00,4.00,4.00,4.00,3.00,0.00,0.00,3.00,2.00,4.00,0.00,4.00,0.00
b0f5a40df24c,Communication Artificial Intelligence for Europe,European Union,2018,Unknown,68.0,3.38,67.9,3.00,2.00,4.00,0.00,0.00,4.00,3.33,0.00,4.00,0.00,4.00,2.50,4.00,3.67,2.00,4.00,4.00,3.00,0.00,4.00,0.00,4.00,0.00,2.00,0.00
f1d0a0f3298f,NITRD-NAIIO Supplement to the President's FY2022 Budget,United States,2021,High income,68.0,3.38,67.9,0.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,0.00,0.00,2.00,3.50,4.00,2.00,2.00,4.00,0.00,2.00,4.00,0.00,0.00,4.00,0.00,4.00,2.00
fbdfcfa7f995,National AI Initiative Office,United States,2021,High income,64.0,3.68,67.8,0.00,3.67,4.00,0.00,4.00,0.00,3.50,0.00,4.00,2.00,3.00,3.00,4.00,4.00,4.00,3.67,4.00,0.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00
1c221042e336,A National Health Systems Strategy for Malta 2023 - 2030,Malta,2022,High income,64.0,3.68,67.8,0.00,4.50,4.00,4.00,0.00,0.00,4.50,4.00,2.00,0.00,0.00,2.50,4.00,4.00,0.00,3.33,2.00,4.00,4.00,0.00,0.00,4.00,0.00,4.00,4.00
31a10f23ba25,AI Competence Center,Slovenia,2025,High income,60.0,3.97,67.7,0.00,3.00,4.00,4.00,0.00,0.00,4.00,4.00,5.00,0.00,0.00,0.00,5.00,4.00,0.00,3.00,4.50,4.00,4.00,0.00,0.00,5.00,0.00,3.00,3.00
92a1fa733115,Mathematical Foundations of AI,Hungary,2018,High income,76.0,2.76,67.7,0.00,2.00,2.00,3.00,0.00,2.00,2.00,3.00,3.00,2.00,4.00,3.50,2.00,4.00,0.00,4.00,3.00,4.00,3.00,0.00,0.00,2.00,0.00,2.00,2.00
e6593ac82d7d,National Governance Committee for New Generation AI,China (People’s Republic of),2019,Unknown,68.0,3.34,67.5,2.00,4.00,3.00,0.00,0.00,4.00,3.00,0.00,3.50,0.00,2.00,3.33,4.00,3.00,4.00,3.50,3.50,3.00,0.00,0.00,0.00,4.00,0.00,4.00,3.00
02c24f37a75c,Federal Data Strategy,United States,2019,High income,64.0,3.64,67.5,0.00,4.00,4.00,0.00,3.00,4.00,4.00,0.00,4.50,2.00,3.67,3.50,4.00,3.00,2.67,3.50,4.33,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
4412775926cc,Data Sandbox,Malta,2018,High income,64.0,3.64,67.5,0.00,5.00,2.00,5.00,3.50,2.00,2.00,5.00,4.00,0.00,2.00,2.67,0.00,3.00,4.00,4.00,4.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00
8b5e08c62d28,Sectoral Analysis of AI and Initial Vision of AI Development in Ukraine,Ukraine,2025,Developing,68.0,3.33,67.5,3.00,3.00,3.00,0.00,0.00,4.00,2.50,0.00,3.33,0.00,4.00,2.00,5.00,4.00,0.00,3.33,3.50,4.00,0.00,2.00,0.00,5.00,0.00,3.00,2.00
b8c0ce52eda8,Guidance on Artificial Intelligence (AI) and Machine Learning (ML) technologies based Medical Devices,Saudi Arabia,2022,High income,64.0,3.62,67.4,0.00,2.00,4.00,0.00,4.00,4.00,4.00,0.00,4.00,4.00,3.00,3.67,4.00,0.00,4.00,4.33,4.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,3.00
81ed09e0e2fe,National center for AI innovation,Denmark,2024,High income,64.0,3.62,67.4,0.00,3.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,0.00,0.00,0.00,2.00,4.00,0.00,4.00,3.50,4.00,4.00,0.00,0.00,2.00,0.00,3.50,4.00
d0c0065f01ab,Gravity and Strategic projects,Slovenia,2024,High income,68.0,3.32,67.4,0.00,4.00,3.00,2.00,0.00,0.00,3.00,2.00,3.00,0.00,0.00,3.50,4.00,3.00,5.00,4.00,3.00,3.00,2.00,0.00,0.00,4.00,0.00,4.00,4.00
870627c80617,EuroHPC JU,Romania,2021,High income,64.0,3.60,67.2,0.00,4.00,4.00,3.00,0.00,0.00,4.00,3.00,3.00,0.00,3.00,4.00,4.00,4.00,0.00,3.67,3.00,4.00,3.00,0.00,0.00,4.00,0.00,4.00,0.00
871f6a5a0f83,Principles for Safe and Effective Use of Data and Analytics,New Zealand,2018,High income,64.0,3.60,67.2,0.00,4.50,2.00,0.00,4.00,2.00,3.00,0.00,4.50,5.00,3.67,4.00,3.00,0.00,4.00,4.00,4.50,0.00,0.00,0.00,2.00,3.00,0.00,4.50,0.00
01cb4ecfaab4,Human Rights and Technology Discussion Paper,Australia,2019,High income,68.0,3.30,67.2,5.00,2.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,2.00,3.00,4.00,3.00,3.67,2.00,2.50,4.00,4.00,0.00,4.00,0.00,3.00,0.00,2.00,0.00
28a6aad3a6cb,Canada's Directive on Automated Decision-making,Canada,2016,High income,60.0,3.90,67.2,4.00,4.00,4.00,0.00,4.00,4.00,4.00,0.00,3.50,4.00,4.00,3.50,4.00,0.00,4.33,3.50,3.67,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
d2c05115e783,Microelectronics. Trustworthy and sustainable. For Germany und Europe,Germany,2021,High income,64.0,3.59,67.2,4.00,3.00,3.00,4.00,0.00,0.00,3.00,4.00,0.00,4.00,3.50,4.00,3.50,4.00,0.00,3.00,0.00,4.00,4.00,0.00,0.00,3.50,0.00,3.00,0.00
791159a5bd1d,Human-centred Artificial Intelligence for Human Resources: A Toolkit for Human Resources Professionals,Türkiye,2021,Developing,60.0,3.89,67.1,0.00,4.00,4.00,0.00,4.00,0.00,4.00,0.00,4.00,4.00,3.00,3.67,4.00,4.00,4.00,3.67,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
3ec275666275,Luxembourg Future Fund,Luxembourg,2016,High income,60.0,3.87,66.9,0.00,3.00,4.00,5.00,0.00,0.00,4.00,5.00,0.00,0.00,2.50,2.00,4.00,4.00,0.00,4.00,0.00,4.00,5.00,0.00,4.00,4.00,0.00,3.50,0.00
ae6ee3222cc2,National New Generation AI Plan,China (People’s Republic of),2017,Unknown,64.0,3.55,66.8,3.00,4.00,4.00,0.00,0.00,4.50,4.00,0.00,3.50,0.00,2.00,3.33,3.67,3.00,4.00,3.67,3.50,3.00,0.00,0.00,0.00,3.67,0.00,4.00,0.00
0a36d930cd4a,Net Zero Cities,Slovenia,2023,High income,60.0,3.84,66.8,0.00,3.00,4.00,4.00,0.00,0.00,4.00,4.00,4.00,0.00,3.50,4.00,0.00,4.67,3.00,4.50,4.00,3.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00
e818631ce003,Regulatory Framework for Automated Vehicles,United Kingdom,2020,High income,64.0,3.54,66.7,2.00,2.67,4.00,0.00,4.00,5.00,2.67,0.00,5.00,4.00,3.00,4.50,2.00,0.00,3.00,3.75,5.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00
9d86fef14962,Call for expressions of interest for Skills and professions of the future,France,2021,High income,60.0,3.83,66.7,0.00,2.50,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,4.00,5.00,3.50,4.00,4.00,0.00,2.50,4.00,0.00,0.00,5.00,0.00,3.00,0.00
